observableId	simulationConditionId	measurement	time
NGF_1	NGF_stimuli	50.0	0
pErk_1	NGF_stimuli	0.0	0
pErk_1	NGF_stimuli	0.19	100
pErk_1	NGF_stimuli	0.9	280
pErk_1	NGF_stimuli	1.0	420
pErk_1	NGF_stimuli	0.67	600
pErk_1	NGF_stimuli	0.55	840
pErk_1	NGF_stimuli	0.58	1800
pErk_1	NGF_stimuli	0.5	2400
pErk_1	NGF_stimuli	0.55	3000
