observableId	simulationConditionId	measurement	time
EGF	EGF_stimuli	100.0	0.01
Erk	EGF_stimuli	0.01	0.01
Erk	EGF_stimuli	0.7	100.0
Erk	EGF_stimuli	1.0	280.0
Erk	EGF_stimuli	0.41	420.0
Erk	EGF_stimuli	0.1	600.0
Erk	EGF_stimuli	0.03	840.0
Erk	EGF_stimuli	0.01	1800.0
Erk	EGF_stimuli	0.01	2400.0
Erk	EGF_stimuli	0.01	3000.0
